,birth,death
0,12.600011825561523,60.900787353515625
1,9.688340187072754,9.703431129455566
2,9.640355110168457,9.857645034790039
3,9.635210990905762,9.764994621276855
4,9.626907348632812,9.906144142150879
5,9.616878509521484,9.881114959716797
6,9.507954597473145,9.561700820922852
7,9.453588485717773,9.463506698608398
8,9.363447189331055,9.474315643310547
9,9.322490692138672,9.347563743591309
10,9.303014755249023,9.313301086425781
11,9.287878036499023,9.314449310302734
12,9.261834144592285,9.456944465637207
13,9.24541187286377,9.247905731201172
14,9.231407165527344,9.337505340576172
15,9.154224395751953,9.914214134216309
16,9.090909957885742,9.093363761901855
17,9.012103080749512,9.054821014404297
18,8.915261268615723,9.262024879455566
19,8.516286849975586,8.526029586791992
20,8.50897216796875,8.98891830444336
21,8.443704605102539,8.470480918884277
22,8.410038948059082,8.53366470336914
23,8.390202522277832,8.417363166809082
24,8.383572578430176,8.54846477508545
25,8.369721412658691,8.407649040222168
26,8.315605163574219,26.593875885009766
27,2.5829813480377197,3.2705769538879395
28,2.3346469402313232,2.394667387008667
29,2.1254773139953613,2.5460634231567383
30,2.0416460037231445,2.2947335243225098
31,1.8623788356781006,2.4826955795288086
32,1.8096303939819336,2.0812971591949463
33,1.731503963470459,2.186594247817993
34,1.6141732931137085,1.7420077323913574
35,1.6020262241363525,1.988031029701233
36,1.517383337020874,1.6473203897476196
37,1.4484515190124512,1.5235850811004639
38,1.3625932931900024,1.6055837869644165
39,1.3594791889190674,1.5241707563400269
40,1.35357666015625,1.4490952491760254
41,1.3064682483673096,1.3677887916564941
42,1.0162674188613892,1.1980913877487183
43,0.8060224056243896,0.9314975142478943
