,Sample_size,birth,death,diff
2,400,9.920608520507812,9.921411514282228,0.0008029937744158389
16,400,8.83056354522705,8.837347984313965,0.0067844390869140625
4,400,9.81330394744873,9.827906608581545,0.014602661132814276
1,400,10.219123840332031,10.236961364746094,0.0178375244140625
14,400,9.140121459960938,9.162912368774414,0.022790908813476562
12,400,9.24541187286377,9.292806625366213,0.04739475250244318
27,400,1.36673104763031,1.4273055791854858,0.06057453155517578
10,400,9.322490692138672,9.385923385620115,0.06343269348144354
3,400,9.834158897399902,9.948716163635254,0.11455726623535156
30,400,0.9816632866859436,1.0980054140090942,0.11634212732315063
20,400,8.410038948059082,8.53366470336914,0.1236257553100586
5,400,9.784886360168455,9.916818618774414,0.1319322586059588
17,400,8.516286849975586,8.659768104553223,0.14348125457763672
6,400,9.67971420288086,9.85764503479004,0.17793083190918146
29,400,1.1678975820541382,1.368821382522583,0.20092380046844482
28,400,1.3625932931900024,1.6055837869644165,0.24299049377441406
23,400,2.333900213241577,2.5829288959503174,0.24902868270874023
7,400,9.626907348632812,9.8810396194458,0.2541322708129883
19,400,8.443704605102539,8.719252586364746,0.27554798126220703
15,400,8.915261268615723,9.191740036010742,0.27647876739501953
18,400,8.50897216796875,8.788628578186035,0.27965641021728516
8,400,9.616878509521484,9.897764205932615,0.28088569641113104
9,400,9.363447189331056,9.67900562286377,0.31555843353271307
24,400,2.327249526977539,2.6883530616760254,0.36110353469848633
21,400,8.383572578430176,8.763510704040527,0.37993812561035156
25,400,1.8623788356781008,2.24977445602417,0.3873956203460691
11,400,9.308409690856934,9.704758644104004,0.3963489532470703
26,400,1.8096303939819336,2.2757556438446045,0.4661252498626709
13,400,9.154224395751951,9.96610164642334,0.8118772506713885
22,400,8.33054256439209,26.719263076782227,18.388720512390137
0,400,11.902166366577148,60.900787353515625,48.99862098693848
