,birth,death
0,11.902166366577148,60.900787353515625
1,9.688340187072754,9.703431129455566
2,9.635210990905762,9.764994621276855
3,9.626907348632812,9.718306541442871
4,9.616878509521484,9.881114959716797
5,9.608233451843262,9.651875495910645
6,9.559469223022461,9.781978607177734
7,9.507954597473145,9.561700820922852
8,9.363447189331055,9.474315643310547
9,9.322490692138672,9.347563743591309
10,9.297232627868652,9.30693244934082
11,9.287878036499023,9.314449310302734
12,9.261834144592285,9.308409690856934
13,9.231407165527344,9.284669876098633
14,9.227434158325195,9.239672660827637
15,9.161872863769531,9.313301086425781
16,9.154224395751953,9.885354995727539
17,9.090909957885742,9.093363761901855
18,8.884570121765137,9.162912368774414
19,8.516286849975586,8.526029586791992
20,8.47959041595459,8.788628578186035
21,8.443704605102539,8.470480918884277
22,8.390202522277832,8.417363166809082
23,8.383572578430176,8.54846477508545
24,8.315605163574219,26.593875885009766
25,2.5829813480377197,2.706371784210205
26,2.419419527053833,2.4332690238952637
27,2.3346469402313232,2.394667387008667
28,2.2161571979522705,2.602015256881714
29,2.1327226161956787,2.365046739578247
30,2.1254773139953613,2.5460634231567383
31,2.0416460037231445,2.2947335243225098
32,1.8288301229476929,2.24977445602417
33,1.8151694536209106,2.4291186332702637
34,1.8096303939819336,2.0812971591949463
35,1.731503963470459,2.186594247817993
36,1.6141732931137085,1.7420077323913574
37,1.6020262241363525,1.988031029701233
38,1.517383337020874,1.625322937965393
39,1.4443202018737793,1.5235850811004639
40,1.36673104763031,1.4091993570327759
41,1.3625932931900024,1.6055837869644165
42,1.3594791889190674,1.5241707563400269
43,1.3064682483673096,1.3677887916564941
44,1.2835496664047241,1.3431336879730225
45,1.2263604402542114,1.3615190982818604
46,1.2256333827972412,1.3887543678283691
47,1.1649982929229736,1.293567419052124
48,1.153523325920105,1.4273055791854858
49,1.0162674188613892,1.1980913877487183
50,0.9816632866859436,1.0980054140090942
51,0.8060224056243896,0.9136125445365906
52,0.7021461129188538,0.7028743624687195
