,birth,death
0,27.655820846557617,61.107215881347656
1,10.722213745117188,10.761552810668945
2,10.238765716552734,11.370407104492188
3,9.939297676086426,10.687644958496094
4,9.662910461425781,10.123100280761719
5,9.626907348632812,10.542390823364258
6,9.592446327209473,10.070570945739746
7,9.438118934631348,9.782733917236328
8,9.2855224609375,9.607105255126953
9,9.278650283813477,9.419733047485352
10,9.140121459960938,9.329465866088867
11,9.128580093383789,9.306084632873535
12,8.957989692687988,9.41811752319336
13,8.939299583435059,27.180747985839844
14,8.778074264526367,9.276510238647461
15,8.767831802368164,8.88661003112793
16,8.571383476257324,9.298042297363281
17,2.5829813480377197,2.706371784210205
