,birth,death
0,19.204057693481445,61.01887893676758
1,9.834158897399902,9.99461555480957
2,9.69832992553711,9.786937713623047
3,9.688340187072754,9.885354995727539
4,9.626907348632812,10.072300910949707
5,9.438118934631348,9.699926376342773
6,9.40141773223877,9.512434959411621
7,9.359207153320312,9.543746948242188
8,9.33957576751709,9.34946060180664
9,9.287878036499023,9.314449310302734
10,9.281440734863281,9.480914115905762
11,9.161872863769531,9.455222129821777
12,9.154224395751953,10.617384910583496
13,9.090909957885742,9.093363761901855
14,9.077009201049805,9.13284683227539
15,9.041728019714355,9.545683860778809
16,8.534872055053711,8.98891830444336
17,8.516286849975586,9.208122253417969
18,8.383572578430176,9.14477825164795
19,8.37131118774414,26.6511287689209
20,2.7470641136169434,2.75423526763916
21,2.622072219848633,2.9119863510131836
22,2.477010488510132,3.0510756969451904
23,2.3709938526153564,2.6753361225128174
24,1.2256333827972412,1.3887543678283691
